cgid,is.inoshita.2015.dmp,is.pbmc.dmp,is.whole.blood.dmp,ttest.pvalue.pbmc,ttest.pvalue.whole.blood,dnam.direction.inoshita.2015.dmp,dnam.direction.pbmc.dmp,dnam.direction.whole.blood.dmp,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg00769305,FALSE,FALSE,TRUE,0,3.31e-124,0,0,-0.015,N_Shore,HES3,TSS1500,NM_001024598
cg17349199,FALSE,FALSE,TRUE,0,6.29e-124,0,0,-0.02,Island,C10orf82;C10orf82,1stExon;5'UTR,NM_144661;NM_144661
cg04565337,FALSE,FALSE,TRUE,0,7.01e-124,0,0,-0.025,S_Shelf,"","",""
cg15111437,FALSE,FALSE,TRUE,0,1.16e-123,0,0,-0.016,N_Shore,ZFR2;ZFR2;ZFR2,TSS1500;TSS1500;TSS1500,NM_015174;NR_027149;NM_001145640
cg25997306,FALSE,FALSE,TRUE,0,1.62e-123,0,0,-0.021,OpenSea,"","",""
cg23823908,FALSE,FALSE,TRUE,0,2.15e-123,0,0,-0.017,Island,PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3,1stExon;Body;1stExon;Body;1stExon;1stExon;Body;1stExon;1stExon;1stExon,NM_198718;NR_028294;NM_198714;NR_028293;NM_198716;NM_198717;NR_028292;NM_001126044;NM_198719;NM_198715
cg12957265,FALSE,FALSE,TRUE,0,3.28e-123,0,0,-0.014,Island,ZNF280D;ZNF280D;ZNF280D,TSS1500;TSS1500;TSS1500,NM_001002844;NM_017661;NM_001002843
cg25679766,FALSE,FALSE,TRUE,0,3.83e-123,0,0,-0.018,S_Shelf,"","",""
cg04555966,FALSE,FALSE,TRUE,0,4.47e-123,0,0,-0.019,Island,GCK;GCK;GCK,Body;Body;Body,NM_000162;NM_033508;NM_033507
cg18372208,FALSE,FALSE,TRUE,0,4.68e-123,0,0,-0.022,Island,BRCA1;NBR2;BRCA1;BRCA1;BRCA1;BRCA1,TSS1500;Body;TSS1500;TSS1500;TSS1500;TSS1500,NM_007300;NR_003108;NM_007294;NM_007297;NM_007299;NR_027676
cg04348558,FALSE,FALSE,TRUE,0,8.04e-123,0,0,-0.014,N_Shore,"","",""
cg07123730,FALSE,FALSE,TRUE,0,1.01e-122,0,0,-0.023,N_Shore,"","",""
cg15310583,FALSE,FALSE,TRUE,0,1.08e-122,0,0,-0.017,N_Shore,ODZ4,5'UTR,NM_001098816
cg22743002,FALSE,FALSE,TRUE,0,1.25e-122,0,0,-0.022,S_Shore,"","",""
cg23370946,FALSE,FALSE,TRUE,0,1.59e-122,0,0,-0.016,N_Shore,MGC45800,Body,NR_027107
cg26958615,FALSE,FALSE,TRUE,0,1.62e-122,0,0,-0.028,OpenSea,"","",""
cg01907837,FALSE,FALSE,TRUE,0,2.17e-122,0,0,-0.02,N_Shore,RNF8;RNF8,TSS1500;TSS1500,NM_183078;NM_003958
cg27108629,FALSE,FALSE,TRUE,0,2.27e-122,0,0,-0.022,Island,"","",""
cg02793451,FALSE,FALSE,TRUE,0,2.91e-122,0,0,-0.018,S_Shore,TOX3;TOX3,TSS1500;TSS1500,NM_001146188;NM_001080430
cg18771553,FALSE,FALSE,TRUE,0,5.15e-122,0,0,-0.021,Island,C3,Body,NM_000064
cg11632685,FALSE,FALSE,TRUE,0,7.86e-122,0,0,-0.022,Island,LOC284798;LOC284798;LOC284798,TSS200;Body;Body,NR_027093;NR_027092;NR_027091
cg10589310,FALSE,FALSE,TRUE,0,1.51e-121,0,0,-0.028,OpenSea,PRDM9,TSS1500,NM_020227
cg02047809,FALSE,FALSE,TRUE,0,2.92e-121,0,0,-0.021,N_Shore,COCH;COCH,TSS1500;TSS1500,NM_001135058;NM_004086
cg03282345,FALSE,FALSE,TRUE,0,3.06e-121,0,0,-0.021,Island,SLC17A7,Body,NM_020309
cg25845705,FALSE,FALSE,TRUE,0,3.24e-121,0,0,-0.013,S_Shore,"","",""
cg08504662,FALSE,FALSE,TRUE,0,4.5e-121,0,0,-0.023,Island,ZNF497,Body,NM_198458
cg05696092,FALSE,FALSE,TRUE,0,4.81e-121,0,0,-0.019,S_Shore,PRRG2;NOSIP,TSS1500;TSS1500,NM_000951;NM_015953
cg19560927,FALSE,FALSE,TRUE,0,6.22e-121,0,0,-0.023,N_Shore,PNMAL2;PNMAL2,1stExon;3'UTR,NM_020709;NM_020709
cg25362652,FALSE,FALSE,TRUE,0,6.85e-121,0,0,-0.034,Island,"","",""
cg06399029,FALSE,FALSE,TRUE,0,8.22e-121,0,0,-0.025,N_Shore,LTBP4;LTBP4,TSS1500;Body,NM_001042544;NM_003573
cg23006519,FALSE,FALSE,TRUE,0,1.23e-120,0,0,-0.02,OpenSea,LOC84931,Body,NR_027181
cg22158923,FALSE,FALSE,TRUE,0,1.27e-120,0,0,-0.013,S_Shore,C7orf52,TSS1500,NM_198571
cg13836550,FALSE,FALSE,TRUE,0,1.81e-120,0,0,-0.014,OpenSea,C10orf96,5'UTR,NM_198515
cg17449465,FALSE,FALSE,TRUE,0,2.04e-120,0,0,-0.012,S_Shore,CALCR;CALCR,TSS1500;TSS1500,NM_001164737;NM_001742
cg18232816,FALSE,FALSE,TRUE,0,2.83e-120,0,0,-0.014,N_Shore,SYT10,Body,NM_198992
cg11455444,FALSE,FALSE,TRUE,0,4.1e-120,0,0,-0.023,OpenSea,LOC84931,TSS200,NR_027181
cg26279372,FALSE,FALSE,TRUE,0,6.51e-120,0,0,-0.024,S_Shore,BEGAIN,TSS200,NM_020836
cg25975485,FALSE,FALSE,TRUE,0,1.55e-119,0,0,-0.019,N_Shore,HOXC4;HOXC4,5'UTR;TSS1500,NM_014620;NM_153633
cg26722733,FALSE,FALSE,TRUE,0,2.84e-119,0,0,-0.016,N_Shore,"","",""
cg12736438,FALSE,FALSE,TRUE,0,3.46e-119,0,0,-0.005,Island,RAB20,TSS1500,NM_017817
cg13392957,FALSE,FALSE,TRUE,0,3.55e-119,0,0,-0.026,Island,"","",""
cg13238680,FALSE,FALSE,TRUE,0,3.73e-119,0,0,-0.016,Island,"","",""
cg01343041,FALSE,FALSE,TRUE,0,4.01e-119,0,0,-0.029,Island,C2orf84,TSS200,NM_001040710
cg20408276,FALSE,FALSE,TRUE,0,5.08e-119,0,0,-0.04,N_Shore,CYP1B1,Body,NM_000104
cg09354267,FALSE,FALSE,TRUE,0,5.56e-119,0,0,-0.016,S_Shore,ATG5,TSS1500,NM_004849
cg17835016,FALSE,FALSE,TRUE,0,6.23e-119,0,0,-0.022,Island,F10,Body,NM_000504
cg06480265,FALSE,FALSE,TRUE,0,9.24e-119,0,0,-0.02,S_Shore,"","",""
cg02946570,FALSE,FALSE,TRUE,0,9.36e-119,0,0,-0.023,S_Shore,C2orf43,TSS1500,NM_021925
cg05113558,FALSE,FALSE,TRUE,0,1.22e-118,0,0,-0.018,N_Shore,FOXH1,TSS1500,NM_003923
cg18824027,FALSE,FALSE,TRUE,0,1.89e-118,0,0,-0.022,OpenSea,"","",""
cg17469321,FALSE,FALSE,TRUE,0,3.11e-118,0,0,-0.017,Island,"","",""
cg05630773,FALSE,FALSE,TRUE,0,3.46e-118,0,0,-0.023,Island,KREMEN2;KREMEN2,Body;Body,NM_024507;NM_172229
cg08739828,FALSE,FALSE,TRUE,0,4.54e-118,0,0,-0.023,Island,MOCOS,Body,NM_017947
cg19345662,FALSE,FALSE,TRUE,0,4.75e-118,0,0,-0.017,N_Shore,"","",""
cg00577449,FALSE,FALSE,TRUE,0,5.58e-118,0,0,-0.014,N_Shore,"","",""
cg22541001,FALSE,FALSE,TRUE,0,6.18e-118,0,0,-0.017,S_Shore,SHISA3,Body,NM_001080505
cg03926206,FALSE,FALSE,TRUE,0,7.76e-118,0,0,-0.031,Island,HLA-DQB2,Body,NR_003937
cg03315557,FALSE,FALSE,TRUE,0,9.15e-118,0,0,-0.015,N_Shore,"","",""
cg08474334,FALSE,FALSE,TRUE,0,9.29e-118,0,0,-0.021,S_Shore,NTRK1;INSRR,Body;Body,NM_001007792;NM_014215
cg02980621,FALSE,FALSE,TRUE,0,1.06e-117,0,0,-0.015,N_Shore,"","",""
cg02590409,FALSE,FALSE,TRUE,0,1.41e-117,0,0,-0.022,S_Shelf,"","",""
cg18517222,FALSE,FALSE,TRUE,0,1.81e-117,0,0,-0.027,Island,"","",""
cg07422940,FALSE,FALSE,TRUE,0,2.14e-117,0,0,-0.015,OpenSea,"","",""
cg07469926,FALSE,FALSE,TRUE,0,2.16e-117,0,0,-0.022,Island,TRIM36;TRIM36;TRIM36,Body;Body;Body,NM_018700;NM_001017397;NM_001017398
cg14390656,FALSE,FALSE,TRUE,0,2.27e-117,0,0,-0.01,S_Shore,"","",""
cg17718036,FALSE,FALSE,TRUE,0,3.34e-117,0,0,-0.017,S_Shore,PRSS16,Body,NM_005865
cg20432211,FALSE,FALSE,TRUE,0,3.44e-117,0,0,-0.057,Island,"","",""
cg09168692,FALSE,FALSE,TRUE,0,4.25e-117,0,0,-0.023,S_Shore,PER3,Body,NM_016831
cg19849544,FALSE,FALSE,TRUE,0,6.01e-117,0,0,-0.023,Island,"","",""
cg27382515,FALSE,FALSE,TRUE,0,7.46e-117,0,0,-0.019,OpenSea,PAX2;PAX2;PAX2;PAX2;PAX2,Body;Body;Body;Body;Body,NM_000278;NM_003987;NM_003989;NM_003988;NM_003990
cg13854012,FALSE,FALSE,TRUE,0,1.16e-116,0,0,-0.015,S_Shelf,"","",""
cg06324909,FALSE,FALSE,TRUE,0,1.5e-116,0,0,-0.013,S_Shore,"","",""
cg05056638,FALSE,FALSE,TRUE,0,1.63e-116,0,0,-0.05,S_Shore,"","",""
cg24527560,FALSE,FALSE,TRUE,0,1.68e-116,0,0,-0.022,S_Shore,LOC441666,TSS200,NR_024380
cg26715042,FALSE,FALSE,TRUE,0,1.77e-116,0,0,-0.052,OpenSea,CRISP2;CRISP2;CRISP2;CRISP2;CRISP2,TSS200;TSS200;TSS200;TSS200;TSS200,NM_001142417;NM_001142435;NM_001142407;NM_001142408;NM_003296
cg06595595,FALSE,FALSE,TRUE,0,2.09e-116,0,0,-0.015,Island,GNAL;GNAL;GNAL,TSS1500;TSS1500;Body,NM_001142339;NM_002071;NM_182978
cg02197194,FALSE,FALSE,TRUE,0,3.31e-116,0,0,-0.013,N_Shelf,"","",""
cg00097357,FALSE,FALSE,TRUE,0,3.32e-116,0,0,-0.018,N_Shore,SYT10,Body,NM_198992
cg11924019,FALSE,FALSE,TRUE,0,3.57e-116,0,0,-0.022,Island,CYP1A1,TSS1500,NM_000499
cg17165695,FALSE,FALSE,TRUE,0,3.94e-116,0,0,-0.019,Island,LOC100271715;LOC375196,Body;TSS1500,NM_001145451;NR_028386
cg19645200,FALSE,FALSE,TRUE,0,4.22e-116,0,0,-0.012,N_Shore,"","",""
cg15069551,TRUE,FALSE,TRUE,0,4.57e-116,-0.04,0,-0.02,N_Shore,LOC284798;LOC284798;LOC284798,TSS200;Body;Body,NR_027093;NR_027092;NR_027091
cg10115075,FALSE,FALSE,TRUE,0,4.7e-116,0,0,-0.011,Island,"","",""
cg21052415,FALSE,FALSE,TRUE,0,5.41e-116,0,0,-0.011,S_Shore,FAM123A;FAM123A,TSS1500;TSS1500,NM_152704;NM_199138
cg13732201,FALSE,FALSE,TRUE,0,8.31e-116,0,0,-0.026,N_Shore,CCK,5'UTR,NM_000729
cg20668177,FALSE,FALSE,TRUE,0,9.58e-116,0,0,-0.012,S_Shore,"","",""
cg05702052,FALSE,FALSE,TRUE,0,1.04e-115,0,0,-0.017,S_Shore,C10orf88,TSS1500,NM_024942
cg19034028,FALSE,FALSE,TRUE,0,1.72e-115,0,0,-0.02,N_Shore,CDH3,TSS1500,NM_001793
cg09269945,FALSE,FALSE,TRUE,0,1.95e-115,0,0,-0.022,N_Shore,BMP7,Body,NM_001719
cg12552293,FALSE,FALSE,TRUE,0,2.28e-115,0,0,-0.022,S_Shore,C17orf98,TSS200,NM_001080465
cg18192325,FALSE,FALSE,TRUE,0,2.93e-115,0,0,-0.024,S_Shore,"","",""
cg19632760,FALSE,FALSE,TRUE,0,5.38e-115,0,0,-0.019,S_Shore,XKR9;LACTB2;XKR9,5'UTR;TSS1500;1stExon,NM_001011720;NM_016027;NM_001011720
cg19159759,FALSE,FALSE,TRUE,0,1.44e-114,0,0,-0.025,Island,CRYL1,Body,NM_015974
cg13316977,FALSE,FALSE,TRUE,0,1.92e-114,0,0,-0.019,Island,BEST2,Body,NM_017682
cg02634341,FALSE,FALSE,TRUE,0,2.22e-114,0,0,-0.017,N_Shore,FAM163A,TSS1500,NM_173509
cg00082140,FALSE,FALSE,TRUE,0,2.73e-114,0,0,-0.017,Island,"","",""
cg16879052,FALSE,FALSE,TRUE,0,2.85e-114,0,0,-0.022,Island,KCNJ9,Body,NM_004983
cg14688662,FALSE,FALSE,TRUE,0,3.74e-114,0,0,-0.017,S_Shore,"","",""
cg23628563,FALSE,FALSE,TRUE,0,4.28e-114,0,0,-0.019,OpenSea,"","",""
cg10646368,FALSE,FALSE,TRUE,0,4.58e-114,0,0,-0.018,OpenSea,"","",""
cg26162813,FALSE,FALSE,TRUE,0,8.07e-114,0,0,-0.017,Island,GTF2A1L;STON1-GTF2A1L;GTF2A1L;GTF2A1L;GTF2A1L,1stExon;Body;5'UTR;5'UTR;1stExon,NM_172196;NM_172311;NM_006872;NM_172196;NM_006872
cg09943102,FALSE,FALSE,TRUE,0,8.62e-114,0,0,-0.025,OpenSea,"","",""
cg04983977,FALSE,FALSE,TRUE,0,1.1e-113,0,0,-0.023,N_Shore,GPR25,TSS200,NM_005298
cg18970824,FALSE,FALSE,TRUE,0,1.18e-113,0,0,-0.019,OpenSea,"","",""
cg18758664,FALSE,FALSE,TRUE,0,1.45e-113,0,0,-0.017,Island,MESP2,1stExon,NM_001039958
cg02955804,FALSE,FALSE,TRUE,0,2.24e-113,0,0,-0.026,S_Shore,"","",""
cg23518439,FALSE,FALSE,TRUE,0,2.6e-113,0,0,-0.016,Island,FGF22,TSS1500,NM_020637
cg08002151,FALSE,FALSE,TRUE,0,2.93e-113,0,0,-0.021,Island,"","",""
cg01681847,FALSE,FALSE,TRUE,0,6.2e-113,0,0,-0.02,S_Shelf,"","",""
cg04838249,FALSE,FALSE,TRUE,0,7.23e-113,0,0,-0.018,Island,"","",""
cg21667367,TRUE,FALSE,TRUE,0,1.05e-112,-0.05,0,-0.019,S_Shore,"","",""
cg09187505,FALSE,FALSE,TRUE,0,1.39e-112,0,0,-0.048,Island,"","",""
cg14041452,FALSE,FALSE,TRUE,0,1.8e-112,0,0,-0.014,S_Shelf,"","",""
cg24827626,FALSE,FALSE,TRUE,0,2.8e-112,0,0,-0.02,N_Shore,"","",""
cg15446391,FALSE,FALSE,TRUE,0,3.71e-112,0,0,-0.021,Island,WT1;WT1;WT1;WT1,Body;Body;Body;Body,NM_024425;NM_024426;NM_000378;NM_024424
cg26883837,FALSE,FALSE,TRUE,0,5.27e-112,0,0,-0.013,N_Shore,"","",""
cg23120345,FALSE,FALSE,TRUE,0,5.5e-112,0,0,-0.013,OpenSea,LOC285456,Body,NR_026968
cg19182557,FALSE,FALSE,TRUE,0,1.32e-111,0,0,-0.017,Island,"","",""
cg25757140,FALSE,FALSE,TRUE,0,1.7e-111,0,0,-0.026,N_Shore,"","",""
cg22237670,FALSE,FALSE,TRUE,0,1.76e-111,0,0,-0.013,Island,C1orf14,TSS200,NM_030933
cg23452259,FALSE,FALSE,TRUE,0,1.94e-111,0,0,-0.015,N_Shore,CDK5R2,TSS1500,NM_003936
cg04897644,FALSE,FALSE,TRUE,0,2e-111,0,0,-0.023,Island,PKLR;PKLR,Body;Body,NM_000298;NM_181871
cg25778892,FALSE,FALSE,TRUE,0,2.07e-111,0,0,0.029,N_Shore,"","",""
cg18786782,FALSE,FALSE,TRUE,0,3.23e-111,0,0,-0.014,Island,"","",""
cg13865060,FALSE,FALSE,TRUE,0,3.25e-111,0,0,-0.01,OpenSea,SEL1L2,TSS200,NM_025229
cg02213822,FALSE,FALSE,TRUE,0,3.35e-111,0,0,-0.021,Island,"","",""
cg20955836,FALSE,FALSE,TRUE,0,4.19e-111,0,0,-0.018,N_Shelf,BMP7,Body,NM_001719
cg03099771,FALSE,FALSE,TRUE,0,4.35e-111,0,0,-0.021,N_Shelf,PRSS16,TSS200,NM_005865
cg23483495,FALSE,FALSE,TRUE,0,7.59e-111,0,0,-0.019,Island,RBM46;RBM46,1stExon;5'UTR,NM_144979;NM_144979
cg14466942,FALSE,FALSE,TRUE,0,1.55e-110,0,0,-0.026,S_Shore,RBM24;RBM24;RBM24,TSS1500;5'UTR;Body,NM_153020;NM_001143941;NM_001143942
cg15453821,FALSE,FALSE,TRUE,0,1.63e-110,0,0,-0.016,OpenSea,ESRRB,5'UTR,NM_004452
cg17445936,FALSE,FALSE,TRUE,0,2.11e-110,0,0,-0.017,OpenSea,PRDM16;PRDM16,Body;Body,NM_022114;NM_199454
cg27137258,FALSE,FALSE,TRUE,0,2.39e-110,0,0,0.014,Island,TMPRSS8,TSS200,NR_026864
cg08356445,FALSE,FALSE,TRUE,0,3.13e-110,0,0,-0.017,N_Shore,"","",""
cg06627087,FALSE,FALSE,TRUE,0,4.65e-110,0,0,-0.019,Island,"","",""
cg00565075,FALSE,FALSE,TRUE,0,4.93e-110,0,0,-0.01,N_Shore,MIR659;EIF3L,TSS1500;TSS1500,NR_030396;NM_016091
cg05820241,FALSE,FALSE,TRUE,0,5.41e-110,0,0,-0.021,OpenSea,"","",""
cg25294504,FALSE,FALSE,TRUE,0,5.55e-110,0,0,-0.022,N_Shelf,"","",""
cg11641395,FALSE,FALSE,TRUE,0,7.99e-110,0,0,-0.029,OpenSea,TMEM232,TSS200,NM_001039763
cg22902089,TRUE,FALSE,TRUE,0,8.65e-110,-0.06,0,-0.022,S_Shore,CREB3L1,Body,NM_052854
cg17418212,FALSE,FALSE,TRUE,0,9.85e-110,0,0,-0.014,OpenSea,"","",""
cg18087477,FALSE,FALSE,TRUE,0,1.17e-109,0,0,-0.024,Island,SYCP1;SYCP1,1stExon;5'UTR,NM_003176;NM_003176
cg26147678,FALSE,FALSE,TRUE,0,1.37e-109,0,0,-0.008,OpenSea,C2orf74,TSS1500,NM_001143960
cg06663310,FALSE,FALSE,TRUE,0,1.85e-109,0,0,-0.018,OpenSea,"","",""
cg02305687,FALSE,FALSE,TRUE,0,1.91e-109,0,0,-0.018,Island,RXFP3,1stExon,NM_016568
cg05454446,FALSE,FALSE,TRUE,0,1.94e-109,0,0,-0.019,N_Shore,BMS1,TSS200,NM_014753
cg01460991,FALSE,FALSE,TRUE,0,2.1e-109,0,0,-0.014,N_Shore,LGI2,Body,NM_018176
cg24566261,FALSE,FALSE,TRUE,0,2.15e-109,0,0,-0.025,S_Shore,DDR1;DDR1,5'UTR;5'UTR,NM_013993;NM_001954
cg08358943,FALSE,FALSE,TRUE,0,2.54e-109,0,0,-0.019,OpenSea,WNT3,Body,NM_030753
cg15624813,FALSE,FALSE,TRUE,0,2.94e-109,0,0,-0.024,OpenSea,"","",""
cg02562344,FALSE,FALSE,TRUE,0,3.66e-109,0,0,-0.016,S_Shore,"","",""
cg09669835,FALSE,FALSE,TRUE,0,3.93e-109,0,0,-0.021,S_Shore,MTERF,TSS1500,NM_006980
cg17518825,FALSE,FALSE,TRUE,0,4.07e-109,0,0,-0.023,N_Shore,EPAS1,TSS1500,NM_001430
cg03242265,FALSE,FALSE,TRUE,0,4.13e-109,0,0,-0.03,Island,"","",""
cg09639931,TRUE,FALSE,TRUE,0,4.46e-109,-0.06,0,-0.025,Island,ZPBP2;ZPBP2,TSS200;TSS200,NM_199321;NM_198844
cg02596089,FALSE,FALSE,TRUE,0,4.71e-109,0,0,-0.02,N_Shore,CCDC9,TSS1500,NM_015603
cg18223453,FALSE,FALSE,TRUE,0,5.42e-109,0,0,-0.021,OpenSea,TBX4,Body,NM_018488
cg19510698,FALSE,FALSE,TRUE,0,5.71e-109,0,0,-0.022,S_Shore,ALDH1A3,Body,NM_000693
cg16005224,FALSE,FALSE,TRUE,0,6.95e-109,0,0,-0.012,N_Shore,SLC5A8,Body,NM_145913
cg17868694,FALSE,FALSE,TRUE,0,8.78e-109,0,0,-0.019,N_Shelf,MOGAT3,Body,NM_178176
cg20120512,FALSE,FALSE,TRUE,0,8.79e-109,0,0,-0.015,Island,DACT3,Body,NM_145056
cg16154524,FALSE,FALSE,TRUE,0,9.09e-109,0,0,-0.015,Island,FLJ40504,Body,NR_028334
cg04662609,FALSE,FALSE,TRUE,0,1.11e-108,0,0,-0.02,Island,"","",""
cg11885357,FALSE,FALSE,TRUE,0,1.75e-108,0,0,-0.052,N_Shore,ESYT3,TSS1500,NM_031913
cg17428085,FALSE,FALSE,TRUE,0,1.95e-108,0,0,-0.015,N_Shore,"","",""
cg24876445,FALSE,FALSE,TRUE,0,2.06e-108,0,0,-0.012,N_Shore,"","",""
cg22953960,TRUE,FALSE,TRUE,0,2.12e-108,-0.06,0,-0.031,Island,"","",""
cg08942800,FALSE,FALSE,TRUE,0,2.31e-108,0,0,-0.025,OpenSea,CRISP2;CRISP2;CRISP2;CRISP2;CRISP2,TSS200;TSS200;TSS200;TSS200;TSS200,NM_001142417;NM_001142435;NM_001142407;NM_001142408;NM_003296
cg03482973,FALSE,FALSE,TRUE,0,2.34e-108,0,0,-0.012,N_Shelf,"","",""
cg18831899,FALSE,FALSE,TRUE,0,2.71e-108,0,0,-0.014,Island,ZNF232,5'UTR,NM_014519
cg07942040,FALSE,FALSE,TRUE,0,4.07e-108,0,0,-0.016,Island,CILP2,Body,NM_153221
cg23562538,FALSE,FALSE,TRUE,0,4.09e-108,0,0,-0.02,Island,MAPK15,Body,NM_139021
cg15772924,FALSE,FALSE,TRUE,0,4.18e-108,0,0,-0.024,S_Shore,HOXC4;HOXC5;HOXC6,5'UTR;Body;5'UTR,NM_014620;NR_003084;NM_153693
cg10749808,FALSE,FALSE,TRUE,0,4.34e-108,0,0,-0.016,N_Shore,TMEM30B;TMEM30B,1stExon;3'UTR,NM_001017970;NM_001017970
cg05549655,FALSE,FALSE,TRUE,0,4.43e-108,0,0,-0.018,Island,CYP1A1,TSS1500,NM_000499
cg14362178,FALSE,FALSE,TRUE,0,6e-108,0,0,0.036,OpenSea,"","",""
cg14731570,FALSE,FALSE,TRUE,0,6.02e-108,0,0,-0.022,N_Shore,"","",""
cg20012888,FALSE,FALSE,TRUE,0,8.24e-108,0,0,-0.019,S_Shore,"","",""
cg04090412,FALSE,FALSE,TRUE,0,1.09e-107,0,0,-0.018,Island,ODZ3,3'UTR,NM_001080477
cg02725313,FALSE,FALSE,TRUE,0,1.25e-107,0,0,-0.024,Island,REM1,Body,NM_014012
cg01854076,FALSE,FALSE,TRUE,0,1.28e-107,0,0,-0.019,Island,NAT8L,Body,NM_178557
cg02890863,FALSE,FALSE,TRUE,0,1.52e-107,0,0,-0.013,S_Shore,CCDC64B,Body,NM_001103175
cg19497021,FALSE,FALSE,TRUE,0,1.53e-107,0,0,-0.018,N_Shelf,SPEG,3'UTR,NM_005876
cg01485177,FALSE,FALSE,TRUE,0,1.73e-107,0,0,-0.016,S_Shore,LOC441666,TSS200,NR_024380
cg21043657,FALSE,FALSE,TRUE,0,2.57e-107,0,0,-0.024,N_Shore,SYT10,Body,NM_198992
cg19756885,FALSE,FALSE,TRUE,0,2.97e-107,0,0,-0.022,OpenSea,"","",""
cg11034911,FALSE,FALSE,TRUE,0,4.62e-107,0,0,-0.018,Island,"","",""
cg04362002,FALSE,FALSE,TRUE,0,4.73e-107,0,0,-0.018,OpenSea,PRDM9,TSS1500,NM_020227
cg00379467,FALSE,FALSE,TRUE,0,4.96e-107,0,0,-0.015,N_Shore,EDNRA;EDNRA;EDNRA,TSS200;TSS200;TSS200,NR_028596;NM_001957;NM_001166055
cg07092985,FALSE,FALSE,TRUE,0,5.02e-107,0,0,-0.016,Island,RP1,Body,NM_006269
cg00116315,FALSE,FALSE,TRUE,0,5.43e-107,0,0,-0.024,Island,TULP1;TEAD3,Body;TSS1500,NM_003322;NM_003214
cg04520078,FALSE,FALSE,TRUE,0,5.78e-107,0,0,-0.022,Island,"","",""
cg23009419,FALSE,FALSE,TRUE,0,6.13e-107,0,0,-0.024,Island,LRRC2;TDGF1,5'UTR;TSS1500,NM_024750;NM_003212
cg00046336,FALSE,FALSE,TRUE,0,6.22e-107,0,0,-0.02,Island,"","",""
cg12045875,FALSE,FALSE,TRUE,0,7.6e-107,0,0,-0.033,Island,DDX43;DDX43,1stExon;5'UTR,NM_018665;NM_018665
cg12597066,FALSE,FALSE,TRUE,0,9.17e-107,0,0,-0.014,S_Shore,ZNF287,TSS1500,NM_020653
cg07465431,FALSE,FALSE,TRUE,0,9.18e-107,0,0,-0.018,Island,F10,Body,NM_000504
cg14879065,FALSE,FALSE,TRUE,0,9.77e-107,0,0,-0.018,OpenSea,"","",""
cg11304734,FALSE,FALSE,TRUE,0,1.01e-106,0,0,-0.014,N_Shore,POLR1E,TSS1500,NM_022490
cg02481789,FALSE,FALSE,TRUE,0,1.12e-106,0,0,-0.016,N_Shore,"","",""
cg06041909,FALSE,FALSE,TRUE,0,1.28e-106,0,0,-0.014,N_Shore,"","",""
cg15467834,FALSE,FALSE,TRUE,0,1.36e-106,0,0,0.027,Island,"","",""
cg16555194,FALSE,FALSE,TRUE,0,1.52e-106,0,0,-0.014,N_Shore,PTPN3;PTPN3,TSS1500;TSS1500,NM_002829;NM_001145368
cg12946440,FALSE,FALSE,TRUE,0,2.5e-106,0,0,-0.019,Island,ELFN1,5'UTR,NM_001128636
cg03129014,FALSE,FALSE,TRUE,0,2.55e-106,0,0,-0.025,Island,GJA3,TSS1500,NM_021954
cg02806645,FALSE,FALSE,TRUE,0,4.47e-106,0,0,-0.029,Island,PRR23A,TSS200,NM_001134659
cg18690501,FALSE,FALSE,TRUE,0,4.51e-106,0,0,-0.011,N_Shore,"","",""
cg01709689,FALSE,FALSE,TRUE,0,4.6e-106,0,0,-0.02,N_Shore,"","",""
cg13350768,FALSE,FALSE,TRUE,0,5.49e-106,0,0,-0.014,S_Shore,SPTBN4,Body,NM_020971
cg03792788,FALSE,FALSE,TRUE,0,7.87e-106,0,0,-0.021,S_Shelf,"","",""
cg09314434,TRUE,FALSE,TRUE,0,9.56e-106,-0.06,0,-0.013,N_Shore,BAT4;CSNK2B,Body;TSS1500,NM_033177;NM_001320
cg11218619,FALSE,FALSE,TRUE,0,9.8e-106,0,0,-0.014,OpenSea,"","",""
cg12352302,FALSE,FALSE,TRUE,0,1.02e-105,0,0,-0.016,N_Shore,"","",""
cg27130176,FALSE,FALSE,TRUE,0,1.05e-105,0,0,-0.019,N_Shore,CCDC64B,TSS1500,NM_001103175
cg20262330,FALSE,FALSE,TRUE,0,1.22e-105,0,0,-0.026,S_Shore,COX16,TSS1500,NM_016468
cg27057652,FALSE,FALSE,TRUE,0,1.31e-105,0,0,-0.011,Island,PXDNL,Body,NM_144651
cg17938383,FALSE,FALSE,TRUE,0,1.33e-105,0,0,-0.014,S_Shore,SHISA6,Body,NM_207386
cg15656686,FALSE,FALSE,TRUE,0,1.33e-105,0,0,-0.023,S_Shore,DDR1;DDR1,5'UTR;5'UTR,NM_013993;NM_001954
cg11097968,FALSE,FALSE,TRUE,0,1.4e-105,0,0,-0.021,S_Shore,"","",""
cg10592454,FALSE,FALSE,TRUE,0,1.49e-105,0,0,-0.017,N_Shelf,PRSS16;PRSS16,1stExon;5'UTR,NM_005865;NM_005865
cg17166338,FALSE,FALSE,TRUE,0,1.74e-105,0,0,-0.019,Island,TERT;TERT,TSS1500;TSS1500,NM_198253;NM_198255
