cgid,is.haftorn.2021.dmp,is.merid.2020.dmp,is.cord.blood.dmp,cord.blood.ttests.padjusted,cord.blood.ttest.pnominal,cord.blood.ttest.tvalue,cord.blood.ttest.std.err,cord.blood.ttest.estimate,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg05215830,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GP6;GP6,TSS200;TSS200,NM_001083899;NM_016363
cg08077071,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg14630993,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg18901140,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg22307974,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg00164997,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg01423695,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PRKAG2;PRKAG2,5'UTR;Body,NM_001040633;NM_016203
cg14847243,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CHRD,Body,NM_003741
cg01877565,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,MIR183;MIR96,Body;TSS200,NR_029615;NR_029512
cg03309176,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,GEFT;GEFT,TSS1500;TSS200,NM_182947;NM_001111270
cg14513071,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,FOXD2;FOXD2,3'UTR;1stExon,NM_004474;NM_004474
cg25892587,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg07890839,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,SMAD3,Body,NM_005902
cg24211908,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,GPRC5C;GPRC5C,3'UTR;3'UTR,NM_022036;NM_018653
cg25095187,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg00123090,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg03803818,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,IFT81;IFT81,Body;Body,NM_001143779;NM_014055
cg10976218,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,RASA3,Body,NM_007368
cg14001914,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,SEL1L3,TSS1500,NM_015187
cg27475522,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ST8SIA6,TSS1500,NM_001004470
cg15928106,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FLJ43663;FLJ43663,Body;Body,NR_015431;NR_024153
cg07465028,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,ALDH1A3,Body,NM_000693
cg22499139,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,HCG4,Body,NR_002139
cg25814969,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg25936358,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg27200267,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,WNT5B,TSS200,NM_030775
cg13688573,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg25980484,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,KIAA1949;KIAA1949,Body;1stExon,NM_001134870;NM_133471
cg16006965,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GCET2;GCET2,TSS1500;TSS1500,NM_152785;NM_001008756
cg19969733,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,IL1RL1,TSS200,NM_016232
cg20978277,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg20083676,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,C9orf47;C9orf47;S1PR3,1stExon;1stExon;TSS1500,NM_001001938;NM_001142413;NM_005226
cg25292244,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg03834909,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CIRBP;C19orf23;CIRBP;CIRBP,Body;TSS200;5'UTR;Body,NR_023313;NR_027271;NM_001280;NR_023312
cg19356022,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,SHC1;SHC1;SHC1;SHC1,5'UTR;5'UTR;TSS1500;TSS1500,NM_003029;NM_001130041;NM_001130040;NM_183001
cg24722346,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,GPR155;GPR155,5'UTR;5'UTR,NM_152529;NM_001033045
cg18186394,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,COL9A2,TSS1500,NM_001852
cg09139451,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,TRAF5;TRAF5,TSS200;TSS1500,NM_004619;NM_001033910
cg11617964,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PRRT1,Body,NM_030651
cg21935981,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C22orf9;C22orf9,Body;TSS200,NM_001009880;NM_015264
cg25636933,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CEP135,5'UTR,NM_025009
cg08631819,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,FNDC1,TSS1500,NM_032532
cg12978253,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C10orf91,TSS200,NM_173541
cg27507284,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,NFE2L2;NFE2L2;NFE2L2,Body;5'UTR;5'UTR,NM_006164;NM_001145413;NM_001145412
cg16154629,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PDE6H,TSS200,NM_006205
cg15384108,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C21orf121,TSS1500,NR_027273
cg12047752,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CA1;CA1;CA1;CA1,TSS1500;TSS1500;TSS1500;TSS1500,NM_001738;NM_001128831;NM_001128829;NM_001128830
cg15199181,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg25207952,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,C15orf39,Body,NM_015492
cg26157446,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg26186665,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,FRMD8,TSS1500,NM_031904
cg27183173,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PALM;PALM,Body;Body,NM_002579;NM_001040134
cg01354879,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ME1,Body,NM_002395
cg05152764,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,SAPS2,3'UTR,NM_014678
cg05715492,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ARPC1B,Body,NM_005720
cg16270890,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,HAGH;HAGH;FAHD1;FAHD1;FAHD1,Body;5'UTR;TSS1500;TSS1500;TSS1500,NM_005326;NM_001040427;NM_031208;NM_001142398;NM_001018104
cg00663832,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,KIAA1949;KIAA1949,Body;Body,NM_001134870;NM_133471
cg01035815,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ITPR3,Body,NM_002224
cg08350047,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg12445832,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg16694397,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,WWC2,Body,NM_024949
cg19351398,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,SSPO,TSS1500,NM_198455
cg01593345,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,APOLD1,Body,NM_001130415
cg07091529,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FAM49A,5'UTR,NM_030797
cg07461772,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,SMPD3,TSS1500,NM_018667
cg04973183,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg22776597,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,C6orf48;SNORD48;C6orf48,TSS1500;TSS1500;TSS1500,NM_001040437;NR_002745;NM_001040438
cg01415937,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,UBE4B;UBE4B,Body;Body,NM_006048;NM_001105562
cg03036592,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg03426888,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PBX2,Body,NM_002586
cg06793600,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,HIVEP3;HIVEP3,5'UTR;5'UTR,NM_024503;NM_001127714
cg13717817,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,IL17RD,Body,NM_017563
cg14663607,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,WNT10A,Body,NM_025216
cg20068510,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg09590852,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg12418947,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,KCTD11,TSS200,NM_001002914
cg14132388,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CIT,Body,NM_007174
cg19630520,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PSMB11,1stExon,NM_001099780
cg20638525,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg20700731,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,EDN2,TSS1500,NM_001956
cg15391590,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ICK;ICK,5'UTR;5'UTR,NM_016513;NM_014920
cg01987702,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg12212198,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg24101337,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg04835051,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,HSPA1B,TSS1500,NM_005346
cg13796250,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg14485744,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,EXT1,Body,NM_000127
cg07185119,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,EHD3,Body,NM_014600
cg00046744,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,LRP6,Body,NM_002336
cg02956248,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,PPT2;PRRT1;PPT2,TSS1500;TSS1500;TSS1500,NM_005155;NM_030651;NM_138717
cg05333146,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,B3GNT9,Body,NM_033309
cg09085932,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GRK5,Body,NM_005308
cg03167633,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg06685111,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,HCG18;TRIM39;TRIM39;HCG18;TRIM39,TSS1500;5'UTR;5'UTR;TSS1500;1stExon,NR_024053;NM_172016;NM_021253;NR_024052;NM_172016
cg07892597,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,TBX15;TBX15,1stExon;5'UTR,NM_152380;NM_152380
cg09409749,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PLXND1,Body,NM_015103
cg25471639,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg03005261,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CCDC109B,TSS1500,NM_017918
cg06957349,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,FBXO27,TSS200,NM_178820
cg09141835,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CBFA2T3;CBFA2T3,5'UTR;Body,NM_175931;NM_005187
cg13335112,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ABHD12B;ABHD12B,5'UTR;Body,NM_181533;NM_181814
cg00599770,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,HOXA7,TSS1500,NM_006896
cg18115656,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,COL15A1,TSS200,NM_001855
cg09939079,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,YEATS4,TSS1500,NM_006530
cg12036924,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FUT6;FUT6;FUT6;FUT6,1stExon;5'UTR;1stExon;5'UTR,NM_000150;NM_001040701;NM_001040701;NM_000150
cg14405768,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg10339481,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg05548179,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg13394216,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GMDS,Body,NM_001500
cg12733396,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,COL9A2,TSS1500,NM_001852
cg03505562,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,SLC9A3R2;SLC9A3R2,Body;Body,NM_001130012;NM_004785
cg09471709,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ST8SIA6,Body,NM_001004470
cg01445100,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,BANP;BANP,Body;Body,NM_017869;NM_079837
cg20342432,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg20319926,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,C16orf13;C16orf13;C16orf13;C16orf13;C16orf13,Body;Body;Body;Body;Body,NM_001040160;NM_001040161;NM_032366;NM_001040165;NM_001040162
cg12398314,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg22874802,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,EPHA2,Body,NM_004431
cg06629713,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg08292569,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,TNFRSF10A,Body,NM_003844
cg10882599,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GP9,TSS200,NM_000174
cg14686437,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,GRHL2,Body,NM_024915
cg24332389,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PLEKHG5;PLEKHG5,Body;TSS1500,NM_198681;NM_001042663
cg08351536,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MARCH10;MARCH10,5'UTR;TSS1500,NM_152598;NM_001100875
cg21671607,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,RAG2;C11orf74,5'UTR;TSS200,NM_000536;NM_138787
cg06396527,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg02689514,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,CBFA2T3;CBFA2T3,5'UTR;Body,NM_175931;NM_005187
cg13538637,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,RPA3,TSS1500,NM_002947
cg12259522,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg05776138,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MIR1228;LRP1,TSS1500;Body,NR_031597;NM_002332
cg22792367,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg05573381,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg27343900,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ERGIC1,Body,NM_001031711
cg01894985,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MYLK;MYLK;MYLK;MYLK,5'UTR;5'UTR;5'UTR;5'UTR,NM_053026;NM_053028;NM_053027;NM_053025
cg08719289,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CITED4,TSS1500,NM_133467
cg01632240,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,AP3M2;AP3M2,TSS1500;TSS1500,NM_001134296;NM_006803
cg01258789,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CRB1,TSS200,NM_201253
cg17590162,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MACROD1,Body,NM_014067
cg06687640,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg22437221,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FYB;FYB,Body;Body,NM_199335;NM_001465
cg19631472,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,LDHA;LDHA;LDHA;LDHA;LDHA,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,NM_005566;NM_001165415;NR_028500;NM_001135239;NM_001165416
cg08906309,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LOC100128288,Body,NR_024447
cg13247398,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,DGKZ;DGKZ,TSS200;Body,NM_201533;NM_201532
cg02059176,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg09205751,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,NLRP6,TSS200,NM_138329
cg10180281,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SKAP2,Body,NM_003930
cg12080675,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TBC1D9B;TBC1D9B,TSS1500;TSS1500,NM_198868;NM_015043
cg17311587,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg19207017,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SUFU,Body,NM_016169
cg01511809,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg04863713,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ADAMTSL4;ADAMTSL4,TSS1500;TSS1500,NM_019032;NM_025008
cg17281677,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,IFFO1;IFFO1;IFFO1,Body;TSS1500;Body,NM_080730;NM_080731;NM_001039670
cg26656658,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,P2RX7,Body,NM_002562
cg14018690,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,C3orf52,TSS1500,NM_024616
cg23928512,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,ASPSCR1,Body,NM_024083
cg25006231,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,C10orf41;C10orf41,Body;Body,NR_024421;NR_024422
cg05273302,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,C19orf36;MOBKL2A;C19orf36,TSS1500;5'UTR;TSS1500,NM_001039846;NM_130807;NM_001031735
cg12150256,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,HYAL2;HYAL2,5'UTR;TSS1500,NM_003773;NM_033158
cg13545874,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CDR2L,Body,NM_014603
cg00448868,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,DYNC1LI2,Body,NM_006141
cg01930756,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg08042223,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg18145759,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SH3RF3,Body,NM_001099289
cg09447578,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,DNAH11,TSS1500,NM_003777
cg06874403,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg24731441,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,LOC400931,TSS200,NR_027033
cg01478234,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,BTBD11;BTBD11,Body;Body,NM_001017523;NM_001018072
cg19631648,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg25360385,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,GALNT6,TSS1500,NM_007210
cg00609473,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,REM2,TSS1500,NM_173527
cg04400533,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ETV5,Body,NM_004454
cg18174678,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,FOXJ3,TSS1500,NM_014947
cg20092122,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,BST2,TSS1500,NM_004335
cg21279874,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MCF2L;MCF2L,Body;Body,NM_001112732;NM_024979
cg21689902,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,VWA5A;VWA5A;VWA5A,TSS1500;TSS1500;TSS1500,NM_014622;NM_198315;NM_001130142
cg13869942,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,THEM4,Body,NM_053055
cg25988106,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,TMEM95,TSS200,NM_198154
cg02435538,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,RHBDD2;RHBDD2,TSS1500;TSS1500,NM_001040457;NM_001040456
cg08096381,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,IQSEC1,Body,NM_001134382
cg10780517,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg14845609,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ATP11A;ATP11A,Body;Body,NM_015205;NM_032189
cg19802477,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LILRA4,TSS200,NM_012276
cg23433370,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,STK38L,TSS200,NM_015000
cg25165199,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,RCBTB2,TSS1500,NM_001268
cg25821249,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg12723026,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,KCNC4;KCNC4;KCNC4,Body;Body;Body,NM_001039574;NM_153763;NM_004978
cg19516279,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,G3BP1;G3BP1,5'UTR;5'UTR,NM_198395;NM_005754
cg21468035,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ABHD1,TSS1500,NM_032604
cg03264071,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SIGLEC5,Body,NM_003830
cg10273135,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CMYA5,Body,NM_153610
cg20061654,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C22orf9;C22orf9,Body;TSS200,NM_001009880;NM_015264
cg25198007,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,UBXN11;UBXN11;UBXN11,Body;Body;Body,NM_001077262;NM_145345;NM_183008
cg25823926,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CRADD,Body,NM_003805
cg00334507,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PRRT2,Body,NM_145239
cg23288563,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2,Body;Body;Body;Body;Body;Body;Body;Body,NM_016250;NM_201535;NM_201538;NM_201541;NM_201540;NM_201539;NM_201537;NM_201536
cg10780318,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LOC285847;C6orf81,Body;TSS1500,NR_027117;NM_145028
cg14408997,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,UBAP2,TSS1500,NM_018449
cg15002163,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HDAC4,Body,NM_006037
cg24960291,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,IGF2BP2;IGF2BP2,Body;Body,NM_001007225;NM_006548
cg00004105,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LOXL4,Body,NM_032211
cg02592586,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg06150454,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,IGF2BP2;IGF2BP2,Body;Body,NM_001007225;NM_006548
cg03691338,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg16109423,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,DNALI1,Body,NM_003462
cg17333042,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,KAZALD1,5'UTR,NM_030929
cg27252776,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ITGB5,Body,NM_002213
cg13576859,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,FBP1;FBP1,TSS1500;TSS1500,NM_001127628;NM_000507
cg21302812,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CDC37,Body,NM_007065
cg01662455,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PLVAP,1stExon,NM_031310
cg15076869,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,MAP2K2,Body,NM_030662
cg09175485,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,KDM2A;KDM2A,Body;Body,NR_027473;NM_012308
cg23732629,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HLA-DRA,Body,NM_019111
cg00555905,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,AATK;LOC388428,TSS1500;Body,NM_001080395;NR_027255
cg07137751,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PCNX,Body,NM_014982
cg14047091,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PCOLCE,Body,NM_002593
cg25430696,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,TSR1;TSR1;SGSM2;SGSM2,1stExon;5'UTR;TSS1500;TSS1500,NM_018128;NM_018128;NM_001098509;NM_014853
cg07746998,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,ESR1;ESR1,5'UTR;TSS200,NM_001122742;NM_001122741
